new_para        stuffs  stempart        continuations...        # <- HEADERS
ADJ_KORKEA	Uarch|Z025:ee	e	ADJ_BACK_COMPARATIVE
VERB_KYNTÄÄ		tä	VERB_FRONT_DERIV_JA	VERB_FRONT_DERIV_JA_ARCHAIC	VERB_FRONT_AINF	VERB_FRONT_EINF	VERB_FRONT_STRONG_PRESENT	VERB_FRONT_3SG_Ä	VERB_FRONT_CONDITIONAL	VERB_FRONT_IMPERATIVE	VERB_FRONT_POTENTIAL_N	VERB_FRONT_DERIV_PCPS	VERB_FRONT_OPTATIVE_0_ARCHAIC
VERB_KYTKEÄ		e	VERB_FRONT_DERIV_JA	VERB_FRONT_DERIV_JA_ARCHAIC	VERB_FRONT_AINF	VERB_FRONT_WEAK_PRESENT	VERB_FRONT_STRONG_PRESENT	VERB_FRONT_3SG_E	VERB_FRONT_IMPERATIVE	VERB_FRONT_POTENTIAL_N	VERB_FRONT_PASSIVE_T	VERB_FRONT_DERIV_PCPS	VERB_FRONT_OPTATIVE_0_ARCHAIC
VERB_KÄRKKYÄ		ky	VERB_FRONT_DERIV_JA	VERB_FRONT_DERIV_JA_ARCHAIC	VERB_FRONT_AINF	VERB_FRONT_EINF	VERB_FRONT_STRONG_PRESENT	VERB_FRONT_3SG_Y	VERB_FRONT_STRONG_PAST	VERB_FRONT_CONDITIONAL	VERB_FRONT_IMPERATIVE	VERB_FRONT_POTENTIAL_N	VERB_FRONT_DERIV_PCPS	VERB_FRONT_OPTATIVE_0_ARCHAIC
VERB_LEPPYÄ		py	VERB_FRONT_DERIV_JA	VERB_FRONT_DERIV_JA_ARCHAIC	VERB_FRONT_AINF	VERB_FRONT_EINF	VERB_FRONT_STRONG_PRESENT	VERB_FRONT_3SG_Y	VERB_FRONT_STRONG_PAST	VERB_FRONT_CONDITIONAL	VERB_FRONT_IMPERATIVE	VERB_FRONT_POTENTIAL_N	VERB_FRONT_DERIV_PCPS	VERB_FRONT_OPTATIVE_0_ARCHAIC
VERB_LÄHTEÄ		hte	VERB_FRONT_DERIV_JA	VERB_FRONT_DERIV_JA_ARCHAIC	VERB_FRONT_AINF	VERB_FRONT_STRONG_PRESENT	VERB_FRONT_3SG_E	VERB_FRONT_IMPERATIVE	VERB_FRONT_POTENTIAL_N	VERB_FRONT_DERIV_PCPS	VERB_FRONT_OPTATIVE_0_ARCHAIC
VERB_MIELTYÄ		ty	VERB_FRONT_DERIV_JA	VERB_FRONT_DERIV_JA_ARCHAIC	VERB_FRONT_AINF	VERB_FRONT_EINF	VERB_FRONT_STRONG_PRESENT	VERB_FRONT_3SG_Y	VERB_FRONT_STRONG_PAST	VERB_FRONT_CONDITIONAL	VERB_FRONT_IMPERATIVE	VERB_FRONT_POTENTIAL_N	VERB_FRONT_DERIV_PCPS	VERB_FRONT_OPTATIVE_0_ARCHAIC
VERB_MIETTIÄ		ti	VERB_FRONT_DERIV_JA	VERB_FRONT_DERIV_JA_ARCHAIC	VERB_FRONT_AINF	VERB_FRONT_EINF	VERB_FRONT_STRONG_PRESENT	VERB_FRONT_3SG_I	VERB_FRONT_IMPERATIVE	VERB_FRONT_POTENTIAL_N	VERB_FRONT_DERIV_PCPS	VERB_FRONT_OPTATIVE_0_ARCHAIC
VERB_MÄIKYÄ		ky	VERB_FRONT_DERIV_JA	VERB_FRONT_DERIV_JA_ARCHAIC	VERB_FRONT_AINF	VERB_FRONT_EINF	VERB_FRONT_STRONG_PRESENT	VERB_FRONT_3SG_Y	VERB_FRONT_STRONG_PAST	VERB_FRONT_CONDITIONAL	VERB_FRONT_IMPERATIVE	VERB_FRONT_POTENTIAL_N	VERB_FRONT_DERIV_PCPS
VERB_MÖNKIÄ		ki	VERB_FRONT_DERIV_JA	VERB_FRONT_DERIV_JA_ARCHAIC	VERB_FRONT_AINF	VERB_FRONT_EINF	VERB_FRONT_STRONG_PRESENT	VERB_FRONT_3SG_I	VERB_FRONT_IMPERATIVE	VERB_FRONT_POTENTIAL_N	VERB_FRONT_DERIV_PCPS	VERB_FRONT_OPTATIVE_0_ARCHAIC
VERB_NÄPERTÄÄ		tä	VERB_FRONT_DERIV_JA	VERB_FRONT_DERIV_JA_ARCHAIC	VERB_FRONT_AINF	VERB_FRONT_EINF	VERB_FRONT_STRONG_PRESENT	VERB_FRONT_3SG_Ä	VERB_FRONT_CONDITIONAL	VERB_FRONT_IMPERATIVE	VERB_FRONT_POTENTIAL_N	VERB_FRONT_DERIV_PCPS	VERB_FRONT_DERIV_PCPS	VERB_FRONT_OPTATIVE_0_ARCHAIC
VERB_PYYTÄÄ		tä	VERB_FRONT_DERIV_JA	VERB_FRONT_DERIV_JA_ARCHAIC	VERB_FRONT_AINF	VERB_FRONT_EINF	VERB_FRONT_STRONG_PRESENT	VERB_FRONT_3SG_Ä	VERB_FRONT_CONDITIONAL	VERB_FRONT_IMPERATIVE	VERB_FRONT_POTENTIAL_N	VERB_FRONT_DERIV_PCPS	VERB_FRONT_OPTATIVE_0_ARCHAIC
VERB_PÄTEÄ		te	VERB_FRONT_DERIV_JA	VERB_FRONT_DERIV_JA_ARCHAIC	VERB_FRONT_AINF	VERB_FRONT_STRONG_PRESENT	VERB_FRONT_3SG_E	VERB_FRONT_IMPERATIVE	VERB_FRONT_POTENTIAL_N	VERB_FRONT_DERIV_PCPS	VERB_FRONT_OPTATIVE_0_ARCHAIC
VERB_RIIPIÄ		pi	VERB_FRONT_DERIV_JA	VERB_FRONT_DERIV_JA_ARCHAIC	VERB_FRONT_AINF	VERB_FRONT_EINF	VERB_FRONT_STRONG_PRESENT	VERB_FRONT_3SG_I	VERB_FRONT_IMPERATIVE	VERB_FRONT_POTENTIAL_N	VERB_FRONT_DERIV_PCPS	VERB_FRONT_OPTATIVE_0_ARCHAIC
VERB_RYPEÄ		pe	VERB_FRONT_DERIV_JA	VERB_FRONT_DERIV_JA_ARCHAIC	VERB_FRONT_AINF	VERB_FRONT_STRONG_PRESENT	VERB_FRONT_3SG_E	VERB_FRONT_IMPERATIVE	VERB_FRONT_POTENTIAL_N	VERB_FRONT_DERIV_PCPS	VERB_FRONT_OPTATIVE_0_ARCHAIC
